,Tweet,Sentiment
1370,"@cscviews @mariewalsh18 Well it does seem to have suddenly dawned on the Welsh that they've had an English prince foisted on them (they didn't seem to notice 50 yrs of Charles 🤷) so one day there might be a Gareth, Prince of Wales, maybe?",1
1371,"@GautschiL I think Diana tried to overshadow him as well though - she loved the limelight plenty!

Prince Philip was impressive in his own right, but he supported the Queen and let her take the lead. 

It seems like the dynamics in Charles's &amp; Diana's relationship were wrong to begin with.",1
1372,"#short PRINCESS DIANA &amp; PRINCE CHARLES vs PRINCESS KATE &amp; PRINCE WILLIAM https://t.co/XvxGFSBg0G sa pamamagitan ng @YouTube 
#short 
#princessdiana 
#royalfamily 
https://t.co/XvxGFSBg0G",0
1373,"@windsorpride @OK_Magazine Sorry, they don’t get to choose. It is not a right, it is not automatic. The monarch is the only one who can bestow titles. TQ updated the LP &amp; as a prince Charles made it known he intended to slim down the monarchy when he became King. H knew this!",-1
1374,Neurolinguistic programming is being promoted by Prince Charles' 'College of Medicine and Integrated Health' https://t.co/SgQz21CasT via @edzardernst,1
1375,"RT @suttonporter: Blimey, Australians try to get a petition going to put the Crocodile 🐊 Hunter Steve Irwin on their currency instead of Ki…",0
1376,RT @RoyallyBlunt: @uhurumzalendo1 @KemiOwonibi @phildampier I think it's unfair to insinuate that the King and Prince of Wales are behind t…,-1
1377,"RT @comicreader7: @morrisalbert27 If you think that's bad, guess who donated to #KingCharlesTheCruel's charity...
https://t.co/yTgRB2tefL",-1
1378,King Charles reveals when his son Prince William succeeds him as monarch Movies-Clubs https://t.co/6TkmhZgUI0,1
1379,Kate Middleton and Prince William Shared a Subtle PDA Moment in a New Royal Portrait https://t.co/JYIUIuz5ui,1
1380,"hearing prince charles say that diana was an attractive 16 year old and knowing that he was 29 when they met and he thought that… anyways, sorry y’all have tampon man as your leader and not who you should…",1
1381,"@alaskapride1 The Prince of Wales title is a reminder of oppression and occupation. Charles should have been the last, and there were string calls for that. Nothing against William, but no English born Prince of Wales please.",1
1382,"RT @ChristinsQueens: Happy Prince Charles 😁

🎥 BBC https://t.co/9rqqw3QgZu",1
1383,"The way to go to keep that low profile they best on about… 🤦‍♀️.  ‘New professional photographs of Prince Harry &amp; Meghan Markle have been released just two days after Buckingham Palace unveiled an official picture of King Charles III, Camilla Queen Consort &amp; …. bla bla bla 🤑",1
1384,RT @Jackiedalle: I thought it was very insensitive and very rude of king charles to appoint prince william as prince of Wales without even…,-1
1385,"Prince Harry, Meghan Markle secretary ‘warned’ Charles over staff problems https://t.co/xriuyorKlp",-1
1386,"👑 Princess Margaret Rose with her mother, 👑 Queen Elizabeth and her nephew 👑 Prince Charles of Edinburgh in 1951 https://t.co/aw8qisGx52",0
1387,"RT @deeryanwinning: @PN7643 @SussexRoyalGlow Prince Philip, portrayed unflatteringly in the book as a domineering father whose harsh words…",-1
1388,"@hrrysgreysuit @ToySoldiers10 Charles, I hope, is thoroughly disgusted with this Hateful pair, (the way PRINCE PHILIP/ HM were treated by them with zero respect )
&amp; takes everything, only leaving the clothes they're wearing!",-1
1389,Prince Harry and Meghan Markle's secretary 'warned' Charles about staff issues #MeghanMarkle #PrinceHarry https://t.co/R8BXDZQMsF,-1
1390,"RT @Gertsroyals: Luxembourg Palace announces  Prince Guillaume and Princess Stéphanie are expecting their second child in April.

The Hered…",0
1391,"RT @nickreeves9876: Fascinating on the history of Ukraine compared to that of Muscovy (aka Russia). 

Gytha of Wessex, a daughter of King H…",1
1392,"@Tom___Scott Michael Peat - the P in KPMG.
Was PPS to Prince Charles.",0
1393,RT @DomajorReminor: #KingCharlesTheCruel nothing royal about Chucky. https://t.co/bYEDTvNVqt,0
1394,"@Theresa11435782 @tracer468 @misanharriman @OneYoungWorld They automatically became HRH Prince Archie and HRH Princess Lilibet when their grandfather became King under Letters Patent by George V in 1917. It’s possible Charles III could change it, but he hasn’t yet.",0
1395,"@uhurumzalendo1 @KemiOwonibi @phildampier I think it's unfair to insinuate that the King and Prince of Wales are behind the Press ignoring the work of the Wessexes.
William and Catherine had an engagement and the Press didn't know until they showed up.
Charles is a new King. Of course, all eyes should be on him.",-1
1396,The then Prince Charles was photographed wind surfing on The Isle of Wight in 1980. https://t.co/pILoboj7es,0
1397,"RT @Mad_Houri: The Royal Staff has been literally choked by King Charles, slapped around by Princess Anne, humiliated by Prince Andrew, sho…",-1
1398,RT @GautschiL: @birminghamweb The popularity was for The Queen not necessarily the entire RF. Prince Charles has a fragile ego and doesn’t…,1
1399,"King Charles III ascended the throne on September 8 following the death of Queen Elizabeth II, and just a day later he created the title of Prince of Wales for his elder son and heir, Prince William.

https://t.co/lycPTTIdbc https://t.co/06QpUpiULC",-1
1400,"RT @people: Palace Shares New Photo of Charles, Camilla, William and Kate on Night Before Queen's Funeral  https://t.co/fFWoYm2HcJ",-1
1401,"RT @RoyalArjan: Hereditary Grand Duke Guillaume and Hereditary Grand Duchess Stéphanie of Luxembourg, a lovely couple, are expecting their…",1
1402,"RT @DakinJohn: @nomoremonarchs We are repeatedly told by the media that Charles has been campaigning on the environment for about 50 years,…",0
1403,"RT @DisneyWitch22: I’m still betting it was Charles that questioned how dark Archie’s skin was going to be before he was born. 
Harry and M…",-1
1404,RT @DomajorReminor: #KingCharlesTheCruel a madman with a title! https://t.co/tk3s0GTsZJ,0
1405,"ing Charles’ Aides Ask: Can Prince Harry’s Memoir ‘Be Stopped’?
https://t.co/DyyxsPPHaK",-1
1406,"@Mac2Morgan @Nmeso4dworld She was crying at the wedding between Prince Harry and Meghan Markle. And she was the only other woman wearing a white dress, apart from the bride, like Camilla at the wedding between Prince Charles and Diana Spencer. https://t.co/YORRy8st26",-1
1407,imagine a popular youtuber does a face reveal and it was prince charles all along,1
1408,"RT @Mad_Houri: And this ⬇️ the crux of all of Prince Charles, Queen Camilla, and Prince William’s woes.

All hail Princess Diana’s #GoodKin…",-1
1409,the vlog being late is all prince charles’ fault,-1
1410,@JoDivaRunner Now you know they can't do that and mess up their coin. They are the only ones that get it right about her according to them🤣🤣🤣 they are a great cover so they don't have to report in the protest that William isn't their prince Charles isn't their king,1
1411,"RT @VanityFair: The royal family begins its new era with a portrait of King Charles, Camilla, Queen Consort, Prince William, and Princess K…",0
1412,@bambihangout it’s prince charles’ fault i just know,-1
1413,"Anonymous  10/02/22 (Sun) 21:01:38702e16 (11)  No.17622816 &gt;&gt;17622825 &gt;&gt;17622841

King Charles III may remove Princess Beatrice and Princess Eugenie's royal titles due to Prince Andrew: expert

https://t.co/ID8Qa9VW84",0
1414,"@NBCNews Like, give me King Charles III over Donald Trump or Joe Biden. 

Give me Prince Harry over Hunter or Junior.

That's how bad it is.",-1
1415,"@aniesbaswedan @NasDem Prett... Partai &amp; calonnya adlh abdi2 negara sarat prestasi, itu sm dgn ngomong saya ini adalah kakaknya prince Charles.",0
1416,"@manc_lass3 Prince William and then Prince Charles doesn’t want people to know about the real Lady Diana. But thanks to these kind of events and her son Harry talking about her all the time, people are digging her grave and realising she was not what she was. It is destroying her legacy.",0
1417,"Her it is.  Master and Miss.  Not prince and princess.
 Also take note, the Sussexes are way in the bottom.  People are not stupid Oprah.  I can’t wait for King Charles III to take away the dukedom.  Just like what Queen Margrethe did. https://t.co/RIFmKJLfmQ",-1
1418,"@blkdrag0n @shakdaddy3 @damien_hawkes @jemelehill You don't know what the fuck you're talking about and yes you're speaking to a person who listens to prince, stevie, Ray Charles etc. No kanye does not play any traditional instruments but his melodies and the way he can craft these soul infused hip hop tracks is second to none",1
1419,Prince Charles news: How royal ‘ripped sink from the wall’ in a terrible fury | Royal | News | https://t.co/mFHDKaBf1G https://t.co/WF8n0OKawJ,-1
1420,"@BeSeriousUSA @anna_itsonlyme @sue_then @postgradphag And you are making things up. 
 https://t.co/tkO8RoIK9Y",0
1421,"RT @scobie: The future of the monarchy.

A new photo (by @ChrisJack_Getty) has been released by Buckingham Palace of King Charles and Camil…",0
1422,"Prince William becomes his father King Charles' landlord for Highgrove https://t.co/8BUxjdUmY2 via @Femail 
#AbolishTheMonarchy #RoyalFamily",0
1423,What i would like to see a version of the crown where Prince now King Charles grew a set and married Camilla instead of being pressured to marry Lady/Princess Diana,1
1424,"@Pooja33719735 I read the ebook.Learned how QC coped with so much negativity, relationship with Royals,one whom disappointed, Prince Philip's last weeks,our lovely PoW, understand why Prince Charles adores her + she holds no grudges,great character. A few chapters confused,not in time sequence.",0
1425,"BREAKING NEWS: (EXCLUSIVE)ALLEGEDLY TOP ON PRESIDENT CYRIL RAMAPHOSA'S AGENDA WITH PRINCE ""CHARLES III"":
-THE QUEENS ASSET REGISTER IN SA
-NEW TRADING BLOCK(UK,US,GERMAY &amp; SA)
-LIFE TIME TRADING AGREEMENT 
-RESIGNING OF OWNERSHIP AGREEMENTS FOR ALL GOLD AND PLATINUM BELTS IN SA! https://t.co/ZG5rUq5Ho3",1
1426,King Charles honours the Queen's final wishes during a royal engagement in Scotland https://t.co/KPYbfuwglT,1
1427,"RT @moonewitch: If people knew what Lord Mountbatten was doing in Ireland at the boy's home? They damn well knew it about Savile, Hamilton…",-1
1428,RT @chocolatey4: Goodnight 😴 see you in the AM 🏥🏴󠁧󠁢󠁷󠁬󠁳󠁿 I’m in Prince Charles hospital 😘 @thisisheart  #KISSTORY @magicfm https://t.co/ShZ3…,0
1429,"@MeghanCentral Blimey. Not taking away from the love birds, but look at father Prince Charles totally ignoring his son as he took his vows.  What a wasteman!",1
1430,"@OprahDaily Oprah ,did Meghan tell you lies again that their children are prince and princess cos King Charles hasn't said that officially and the RF website didn't say so but only MASTER and MISS.. lol",1
1431,RT @Konspiracy_Kyle: Phil Collins on his book tour a few years ago talking about an event he was at where Prince Charles was noticeably abs…,0
1432,"@OprahDaily Uhm, Oprah, the last time I checked on the REAL OFFICIAL BRITISH ROYAL FAMILY WEBSITE, Archie and Lili's  titles are NOT prince and princess..you have no right to tell the world what real titles they have but only the BRF and King Charles",0
1433,"@BaronessBruck Ils sont tellement jaloux qu'ils sont prêts à tout faire pour exister dans les médias 🤦‍♀️
Ils ne font plus parties de la famille royale britannique, Charles III est le roi, le prince de Galles son hérité, les 2 escrocs de Montecito n'ont plus d'existence au Royaume-Uni !",1
1434,"RT @dutchroyals_: Big congratulations to Hereditary Grand Duke Guillaume &amp; Hereditary Grand Duchess Stéphanie, who are expecting their 2nd…",1
1435,"I’m really late to watching the Crown, but now I can’t go to bed because I’m so mad at Prince Charles in season 4. Tonight’s insomnia is going to be fueled by rage.",-1
1436,@BBCNews Does it belong to The King Prince Charles?,0
1437,King Charles: Sending a Message to Prince Harry and Meghan Markle With First Official Portrait  https://t.co/kldSayT56S,0
1438,@BBCNews THEY ARE NOW THE PROPERTY OF SIR KING PRINCE CHARLES the Turd!!,0
1439,"@Kerrie59853547 @kachirilady @PopBase The Creepy King’s quote was actually “I want to live inside your trousers” not be “reincarnated as…”

https://t.co/BFscQHvcFO",1
1440,"@mkainerugaba Two weeks! Nairobi? UDF? Capture? Revolution?
What if Nairobi is just a code name? Wake up Yoweri Kaguta Museveni. Your Gen. son is restless. He cannot wait for 70 years like Prince (now King Charles the 3rd). Revolution could be in the offing. It won't be happening in Nairobi.",1
1441,King Charles: Sending a Message to Prince Harry and Meghan Markle With First Official Portrait https://t.co/cbq0yHeyWn,0
1442,RT @life_fits: @BJW1657 @sage1411 Only the children of the current Prince of Wales hold the titles of Wales. Harry had it from Charles. Now…,0
1443,"RT @SpectatorOz: King Charles III and his son, the Prince of Wales, will have to give up their green-dreams when it comes to speaking at #C…",0
1444,"King Charles III and his son, the Prince of Wales, will have to give up their green-dreams when it comes to speaking at #COP27.

Environmentalism has become a political movement.

https://t.co/3l9HLskVAL",0
1445,"@Goodtweet_man 1970: Nixon successfully marries his daughter off to Prince Charles.

1971: Empire reunited.

1973: Clint Eastwood is James Bond in ""Live and Let Die""",-1
1446,King Charles III decides not to attend climate summit. A muzzled king. Too bad Prince William doesn't step into his father's advocacy role on climate. https://t.co/53pHuu0rlc via @theidahopress #Royalty #ClimateChange https://t.co/rWkqhDbGcw,-1
1447,"King Charles III painted these landscapes while traveling the Middle East 

He's made $7 million selling his paintings &amp; all proceeds go to the Prince's Trust

Clockwise from Top Left: 
Gulf of Aqaba, Jordan 1993
Wadi Arkham, Saudi 1999
Ad Dira'iyah, Saudi 2001
Port of Suez 1986 https://t.co/7b9j1Kuap8",1
1448,"RT @HoodooSociety: We remember the insurrections in St Mary's County, Charles County, and Prince Georges County Maryland

https://t.co/82UZ…",0
1449,King Charles and Prince William will not attend Cop27 after Liz Truss ‘objected’ https://t.co/yDddutwwUM,0
1450,@FredDuf3 A propos de Klaus   apparemment en fait c est le Prince Charles qui serait à l origine du reset....https://t.co/XJYs0dp8oR,0
1451,King Charles’ PDA in new snap shows he’s ‘protecting Camilla from Prince Harry attack’ https://t.co/KDA7JW2DDM,-1
1452,Prince William and Kate Middleton Pose Alongside King Charles and the Queen Consort in New Photo from Buckingham Palace https://t.co/o6DGUkveT3 via @yahoosg Beautiful photo.,1
1453,King Charles reveals when his son Prince William succeeds him as monarch - https://t.co/TO64aUWeUF https://t.co/VWvecKYjM1,1
1454,"RT @RetroSiam: Prince Charles and Princess Diana at the Grand Palace 1988 

#Bangkok #Thailand #RetroSiam https://t.co/Uz44lZS0Ll",1
1455,"@Serendi52207149 @TerryMesser8 @Van7212 They were. They inherit through blood and birthright, Prince and Princess, the moment their grandfather is crowned. The question is not if they’ll receive titles but if King Charles will take them away.",0
1456,"Official royal portrait featuring King Charles, Queen Consort Camilla and Prince ... - Star Local Media https://t.co/vCw6PGBEza #royalfamily",0
1457,"RT @BritishVogue: Queen Elizabeth II, then Princess Elizabeth, was just 22 when she gave birth to the future King Charles III on 14 Novembe…",0
1458,"RT @omabelllll: Oh, I loveeed thus Royal family 😍😍😍

Prince William and Princess Catherine With King Charles &amp; His Wife The Queen ♥ 👑👑👑👑",0
1459,@dontaskwontlie @NiTuairisc @Thislilbirdies1 did you see Prince Charles big smile on his face the day before her burial. She is already forgotten. That was a picture of 4 people that are very Happy the Queen is gone.,1
1460,RT @burtyful: Black people as a whole would’ve gone up for princess Diana vs the queen and prince Charles.,0
1461,RT @creepercrunch: Cell after killing the Queen and seeing Prince Charles' old ass still standing https://t.co/U2PG4us1Wu,-1
1462,"@emllyjanee @jamiepc_ i really do not want shower sock videos, u can keep those, james prince charles computer",1
1463,"RT @rwthofficial: 🇬🇧
#UK’s King Charles​ III and Queen Camilla, with Prince William and Catherine, Prince and Princess of Wales in an offic…",0
1464,RT @RoyaNikkhah: Buckingham Palace has released this new picture of King Charles and the Queen Consort with the Prince and Princess of Wale…,0
1465,King Charles and wife Camilla have made their first public engagement since the royal period of mourning ended. Hundreds turned out in the Scottish region of Fife to catch a glimpse of the new Monarch. https://t.co/3EyTVbAxhO #KingCharles #7NEWS https://t.co/9gwOZ8UIo2,0
1466,RT @AlinAlin97: Charles (Prince of Wales) and Camilla Shand ❤️ #KingCharlesIII #QueenCamilla https://t.co/98vQt9m0ai,0
1467,@sage1411 @Oprah the only reason  D  got  15 mils  pounds  fr Charles  was  bec he  was  Prince of  Wales  &amp;  duchy had huge  income.. &amp;  he  admitted  adultery on  TV.. otherwise.. Harry   doesn't  have a  duchy.,1
1468,"RT @view_palace: Taken in Buckingham Palace. King Charles, Queen Camilla with the Prince and Princess of Wales
#KingCharlesIII
#QueenCamill…",0
1469,@FourthIsMadness @the_mod_woman @cbouzy Now do Prince Willie and King Charles. Troll🤔🙄😂,0
1470,@StephenTatenda @Munhumutapa01 @ZANUPF_Official @edmnangagwa It is called pride and independence. It is called freedom what we do. It was fought foŕ. We have kept the flag flying high since the day the Union Jack was lowered down by Prince Charles who is now King of Britain. We are no longer his colony. Tinoganza. Why not?,1
1471,"@cinderrose No worries! I still say “Prince Charles” every now and again. 70 years is a hard thing to erase, despite us not being that old! 😁",-1
1472,RT @cinderrose: @vbspurs It is surreal. We've never known a world without the Queen in it. It's hard to really process. I know it's King Ch…,1
1473,@vbspurs It is surreal. We've never known a world without the Queen in it. It's hard to really process. I know it's King Charles but my brain says Prince of Wales. It's a lot to take in.,1
1474,@Sussex__Archive Meghan must be really hurt by the release of the picture of King Charles III his wife and the Prince and Princess of Wales to have paid ther many bots to all spread the same sugar all over these pics of her dressed like a Pomba Gira - look it up! https://t.co/JpLEKBocs2,-1
1475,"@damien_hawkes @blkdrag0n @jemelehill How many musical instruments can he play? I’m sure Prince, Ray Charles, Stevie Wonder and many, many more “real musical geniuses” would disagree with you.",1
1476,"Queen Elizabeth II, then Princess Elizabeth, was just 22 when she gave birth to the future King Charles III on 14 November 1948 at Buckingham Palace. https://t.co/zWFqgBlKWS",0
1477,"@ChristineW7 @AvaJames_21 @rainey_knight @swanage123 @_Genevieves_ Because Anne is a Princess and at the time Charles was a Prince so equal rank since they were both children of the Monarch. Now that Charles is King, yes Anne would curtsy to him.",1
1478,@seven7clear As far as I know because Harry is of the blood so to speak it would be very hard for Charles to remove his title as Prince.,-1
1479,"@OprahDaily 3/ Now for some corrections: the title of Prince of Wales, the traditional title for the male Heir Apparent to the British Throne, cannot be “passed down”. Charles III had to CREATE Prince William, Prince of Wales. It is not automatic. He himself wasn’t created POW until 1958. https://t.co/f9qg0KdPEd",1
1480,"@BaronessBruck In December 2012, Elizabeth II issued letters patent that stated that all children born to the eldest child of the Prince of Wales (then Charles III), would enjoy a princely title and style",1
1481,"RT @legitngnews: Business First.

Prince Williams will charge his father a yearly rent for the right to sleep at his favourite home.

Queen…",0
1482,"@Daily_Express I thought the king has announced it in @OprahDaily the both kids are prince and princess, the I notice it was announced by Gayle king n not King Charles 😉",0
1483,"@randlight The Queen wasn't allowed to speak out so now the King can't have opinions. So, send William, the Prince of Wales. Charles was able to speak out when he was the Prince of Wales.",0
1484,"RT @anncampbell111: This is NOT the ""royal family."" The now-King has TWO sons. How base is KC to be able to cut family like that? https://t…",1
1485,"@TalkTruthorHush @Canellelabelle Charles's Prince's Trust Foundation supports Muslim youth &amp; Islamic arts- he deeply respects Islam &amp; has been combating Islamophobia for decades.  That's why he gets tons of $$ from appreciative mega wealthy Arabs &amp; Muslims 

How has he treated his mixed grandchildren like dirt?",1
1486,"@LuckySchwartz @PerezHilton Here ya go, 1st paragraph H&amp;M refused the Earl of Dumbarton. 3rd paragraph mentions only  Charles direct heir William and his kids George, Charlotte,  and Louis get prince and Princess. https://t.co/5kWw5JqtUe",-1
1487,"@Jan31674071 Who does her hair? She looks like any every day person I’d see at Walmart. With all their money why doesn’t she have an excellent hairstyle and flattering clothes? Look at camilla, prince charles wife. She’s unattractive but looks great in every outfit. She has a dresser.",-1
1488,"Why do they all look so happy?

Palace Shares New Photo of Charles, Camilla, William and Kate on Night Before Queen&amp;#39;s Funeral https://t.co/fdO4GaiZUK via @people",1
1489,RT @drtuscanrose: @SunnyDays9111 #Prince Charles has never behaved like a man not like #PrinceHarryisLoved and it is so clear that #PrinceW…,-1
1490,"@Erlanggasetyaa @imanlagi Prince C, betilah sama Prince Charles",0
1491,"@ang_ang44 @Bola76400463 @jojokets @DailyMailUK Which has proved true 🙄 that's exactly what Charles is trying to do - let's not pretend other wise. The HRH title brings with it security, which they are entitled to... 

Are you arguing for Prince Andrews security protection to be taken away - or just the biracial children?..",1
1492,"@LuckyDuckychoo @RobinCastle @AlisonJ34870374 @WendyRach @biancaFirebird @BritishVogue She could not change the line of succession. She added daughters to William's existing line.
Charles cannot either. Not without an act of Parliament, &amp;why would he do that?
It makes no sense. The children don't have HRH Prince and Princess titles even if H&amp;M were working Royals.",1
1493,"@theroyaleditor There’s no way back before the picture, King Charles just needs to make that official, and remove marriage titles and and the right to use Prince. Only way forward that will give them the independence they so want @RoyalFamily @KensingtonRoyal",1
1494,"@NannaTDesigns @Guiltyplea5ures @Iustini @joeloveshelen Not being prince of Wales has nothing to do with this. Archie and Lilibet are grandchildren of the sovereign and, according to the 1917 letters patent, they're automatically prince and princess the moment Charles became king",0
1495,"I feel bad for Prince Charles, 73 years old, finally got a real job, and his mom's not here to see it.",-1
1496,"RT @SkyNewsAust: Buckingham Palace has unveiled the first formal image of King Charles III after he ascended to the throne, alongside his w…",0
1497,"RT @Maryann49479023: https://t.co/FLDXJf7GUT
Prince William to step in KC shoes for cop 27 summit 👏👏",0
1498,"RT @BaronessBruck: @joann_lawrence @FoxNews Diana became “royal” when she married into the Royal Family, and lost her Royal Highness status…",-1
1499,RT @Lottie30085934: Prince Charles Speech at Queen Elizabeth II Funeral will have u amazed https://t.co/Y9DWEBqbDB,1
1500,"@PastorJohnHagee Please pray for Tom Hiddleston,  Zawe Ashton, Kevin Feige, Johnny Depp, Jonathan Majors, Owen Wilson, King Charles III, Queen Consort Camilla, Prince William, Princess Kate, Princess Royal Anne, and I. We been under attack from the enemy. God shook me up.",-1
1501,"Sitting in the Prince Charles awaiting surgery. Unfortunately @Channel9 is playing, I truly wish that this channel as well as @Channel10AU @Channel7 would cease to exist one day. Their news programs do nothing except perpetual bullshit, mindless bullshit.",1
1502,"RT @dougboneparth: LinkedIn be like…

“Congratulate Prince Charles for starting a new position as King of England at Buckingham Palace.”",1
1503,@Thalia_Nyx @A_Shufflebotham There’s no way Prince Charles would’ve replaced Meghan’s dad at the Royal wedding if he was racist. She was welcomed to the family.,-1
1504,@KingofPopTweets If taking a photo makes you guilty of something then watch out. https://t.co/O08556bhUN,-1
1505,@royalinstablog ...former butler Paul Burrell backed up those claims as well explaining that the prince “has grown up in such a privileged lifestyle that he doesn’t have the mechanics to choose for himself anymore. Absolutely everything is done for him.”  https://t.co/P5TuzNTdR0,1
1506,"@royalinstablog Where ever spoiled brat Charles goes his aides pack ""the Prince’s orthopedic bed, lavatory seat, and Kleenex Velvet lavatory paper, plus two landscapes of the Scottish landscapes.”  https://t.co/1MmgLKSSyk",0
1507,"@ClaStevOfficial @PHP_Romance That I did know, but it was my understanding Charles wanted to strip Harry of his Prince title as well.",1
1508,"@royalinstablog @gtconway3d What the pen debacles showed, Charles is spoiled brat.   He hisses 4 his aides 2 move a pen tray, complained on camera when a pen broke.  Charlies is so spoiled, he has an aide squeeze toothpaste onto his toothbrush every day.   https://t.co/P5TuzNTdR0",-1
1509,"@drmatthewhardy Gotta stop them doing this. Have they got permission? If so this is an appalling decision. Get Prince Charles on it....oh ...hang on....
@PrivateEyeNews  #NooksandCrannies??",-1
1510,"@GinaMcGalliard @isexton When Prince Charles was born in 1948, Europe was still rebuilding from WWII. I was shocked when a British colleague told me how tough it still was for his parents when he was born in 1953; they still had *rationing*.",-1
1511,2) Although he is the brother of Prince Williams he is not next in line of succession in fact he is 6th in line of succession.  His role is no different than King Charles III sister &amp; brothers. They took their seats as accordingly to the protocol and traditions of the RF.,1
1512,"RT @BRFguards: The Queen with her Heirs, Prince Charles and Prince William, at Braemar Gathering https://t.co/Ze0nhnN5Fn",0
1513,"No doubt the ""Prince of Wales"" was invited. So just send William, the new one
#Problemsolved
King’s COP27 climate summit speech mysteriously cancelled | The New Daily https://t.co/96GLOlW5oN",-1
1514,"RT @WindsorDynasty: Probably my favourite picture of the then Prince of Wales together with his beloved grandmother. 

""I do miss her, I mu…",1
1515,RT @BBCSimonJack: Breaking. Directors of Abramovich controlled company jump ship. Following yesterday’s sanctions and the suspension of Evr…,0
1516,"RT @business: MC Peat &amp; Co. helped arrange UK deals for Roman Abramovich. The firm was set up in 2011, just as Michael Peat left his role a…",0
1517,@LuckyDuckychoo @biancaFirebird @BritishVogue They were and are entitled. They are currently Prince Archie and Princess Lilibet Diana. Charles will need to take those titles away. FYI-individuals CAN be sued for slander and libel.,1
1518,RT @royal_suitor: The Queen &amp; Prince Charles paid Prince Andrew’s legal fees &amp; settlement in a sexual assault case. Prince William’s employ…,-1
1519,"@thehappyduo @vpofrances @_PeterHunt Prince Charles spoke about a slimmed down monarchy ten years ago. This is nothing new. He's only just become King, so he hasn't been able to put it into action yet. There have also been 3 children born to the (now) Prince of Wales in that time, so all the more reason to slim it.",0
1520,"@Chahali He maybe your peoples king, but never mine or the UK people! God Save King Charles III, and his true son and heir to the throne Prince William, Prince of Wales the rightful Future King!",1
1521,"If King Charles is going to strip Prince Harry's children of their prince and princess titles, we think he should do it soon-ish. Before they're older and more aware of things. CC: Denmark. https://t.co/FcI7NPvVvn",0
1522,"@angelalevin1 The difference is Prince Harry and Meghan took this photo days before the Queens death, vs Charles, William, Kate and Cruella took the photo immediately after the Queens death. They really look like their mourning @RoyalFamily  disgusting!",-1
1523,'No way back' for Harry and Meghan after new photo released https://t.co/GyCp7UNfxl,0
1524,"RT @royal_suitor: A disgraced Prince Andrew wears his uniform as a mark of respect (with ER monogram intact) while Prince Harry, who was fi…",1
1525,Prince William is now his dad's landlord and will get £700K a year from The King https://t.co/t6LuNY9SdV,0
1526,RT @dabanwater: Prince Charles becoming king at 73 https://t.co/5LC5G7Qk6D,0
1527,"Fascinating on the history of Ukraine compared to that of Muscovy (aka Russia). 

Gytha of Wessex, a daughter of King Harold of England. married Vladimir II Monomakh Grand Prince of Kyivan Rus and thus became an ancestor of King Edward III of England &amp; therefore Charles III https://t.co/wMufi67rWe",1
1528,Princess Diana &amp; Prince Charles’ 2nd son! https://t.co/SYV3skJbtB,0
1529,@NiMingda_GG Prince Phillip's sisters both married high ranking Nazis who were never prosecuted and naturally they all remained close. Notably King Charles was close friends with Debs of the #MitfordSisters he even went to her funeral. https://t.co/3wO6R8Hljm,1
1530,@SeimenBurum Which reminds me: my hairdresser has asked me to show her the photos I took of King Charles &amp; Prince William - still haven't uploaded from powershot camera,0
1531,@LouLouLa10 Did they ever do a DNA test on Harry anyway? Because my understanding was that Prince Charles was not his father does anybody know?,0
1532,oh wait the Prince Charles still has tickets LOL why am I panicked 😂 woo I’m gonna see Minho on the big screen!,1
1533,"@Gary36623569 So true. It was cold &amp; calculated. Any emotion we may have imagined Charles possessed was either wishful thinking or long gone. The way he forced the Prince of Wales title on Wales was brutal, ignorant and beyond arrogant. Imagine if he'd given that back &amp; paid inheritance tax...",-1
1534,"@Iromg @Emmalouisajones I was thinking it was a more political thing. Have things changed drastically for King Charles III, now he simply isn't the Prince of Wales anymore?",0
1535,Charles III prêt à tout pour empêcher les mémoires du prince Harry - Gala https://t.co/4hbsF8iSk4,-1
1536,Prince Charles presents the weather forecast - BBC Scotland https://t.co/cLJVDE3E89 via @YouTube,0
1537,"Prince Charles was very welcoming to both Mother and daughter on wedding day  👑 👏!

. https://t.co/uoX6RDI7qI",1
1538,No one chose their destiny but themselves.https://t.co/Q1YRj1PuhT,0
1539,@Haiti24_ Se pa gaz Selman mr a fe 14 mwa sou you pouvwa li pat travay pou li bat boudal. Li pa prince héritier. Menm roi Charles aksepter ou 1er ministre aler we pou salopri ki reler ariel la.,0
1540,RT @zazava: Prince William is now dad Charles' landlord earning £700k a year from Highgrove https://t.co/iwt2VNQSVt,0
1541,"Prince Charles had to turn it.....turn it on her.....make her look like she was cheating all the time....the real truth...he spent years making that girl feel bad because he was in contact with camilla...poor Diana...believe me, someone with an eating disorder is never cheating🥴 https://t.co/vM3CPIr6k5",-1
1542,@CitizenCarolyn Choosing his bride over what his family felt wins him that title? What did that do for Prince Charles when he married Camilla or for Prince William when he married Catherine? Choosing one's life partner instead of listening to family would mean many people are king!,1
1543,"@BritishHarley2 I’m watching Killing Diana and we all know how miserable she was in her marriage to then Prince Charles. I think Harry is the Diana in this marriage, not nutmeg. He’s worrying the wrong person in this marriage.",-1
1544,Nostradamus' wild prediction of how Prince Harry will take the throne after King Charles III abdicates https://t.co/FXOBhRHRXP,0
1545,King Charles' Team Wants to Know If Publication of Prince Harry's Memoir Can Be Stopped https://t.co/QazvUbtVCY,-1
